"node_from","node_to","iteration","edge_type","value"
"V4","V8","iter28","fixation",69.6128038756907
"V5","V8","iter28","fixation",138.408105699252
"V6","V8","iter28","fixation",81.5150754420908
"V7","V8","iter28","fixation",78.4863646545609
"V8","V8","iter28","fixation",74.5659067064932
"V9","V8","iter28","fixation",66.9350864355134
"V10","V8","iter28","fixation",44.5050375684287
"V11","V8","iter28","fixation",61.139596353326
"V12","V8","iter28","fixation",35.6177808169043
"V13","V8","iter28","fixation",56.0925556844842
"T","V8","iter28","fixation",0
"V1","V9","iter28","fixation",84.5615463410058
"V2","V9","iter28","fixation",84.0063519579889
"V3","V9","iter28","fixation",76.4327608097518
"V4","V9","iter28","fixation",64.324525314587
"V5","V9","iter28","fixation",123.147536242348
"V6","V9","iter28","fixation",81.7738058628858
"V7","V9","iter28","fixation",101.294953597083
"V8","V9","iter28","fixation",66.6032979297071
"V9","V9","iter28","fixation",73.4815295839104
"V10","V9","iter28","fixation",76.090087401862
"V11","V9","iter28","fixation",66.091916783823
"V12","V9","iter28","fixation",55.9742908094822
"V13","V9","iter28","fixation",60.5320512314751
"T","V9","iter28","fixation",0
"V1","V10","iter28","fixation",88.4569300574329
"V2","V10","iter28","fixation",70.772324305373
"V3","V10","iter28","fixation",67.1122414465834
"V4","V10","iter28","fixation",82.2100178529954
"V5","V10","iter28","fixation",95.5907003972747
"V6","V10","iter28","fixation",57.1291387842243
"V7","V10","iter28","fixation",86.2280066061964
"V8","V10","iter28","fixation",77.3242720710308
"V9","V10","iter28","fixation",72.3802195479691
"V10","V10","iter28","fixation",59.8363852092501
"V11","V10","iter28","fixation",72.0738479603358
"V12","V10","iter28","fixation",42.5615312471718
"V13","V10","iter28","fixation",47.2724170022872
"T","V10","iter28","fixation",0
"V1","V11","iter28","fixation",70.6369011345414
"V2","V11","iter28","fixation",68.5572134776694
"V3","V11","iter28","fixation",71.2467670734786
"V4","V11","iter28","fixation",79.3810741478182
"V5","V11","iter28","fixation",124.854372148332
"V6","V11","iter28","fixation",71.7452452749939
"V7","V11","iter28","fixation",101.499220391826
"V8","V11","iter28","fixation",64.5906054158508
"V9","V11","iter28","fixation",74.2673199990452
"V10","V11","iter28","fixation",61.4414005486316
"V11","V11","iter28","fixation",89.4089352229086
"V12","V11","iter28","fixation",48.0969000270815
"V13","V11","iter28","fixation",66.0546506055694
"T","V11","iter28","fixation",0
"V1","V12","iter28","fixation",74.7923534246305
"V2","V12","iter28","fixation",47.3481607446618
"V3","V12","iter28","fixation",39.2376373157848
"V4","V12","iter28","fixation",57.8722300167465
"V5","V12","iter28","fixation",114.486742575604
"V6","V12","iter28","fixation",46.4174849946891
"V7","V12","iter28","fixation",87.6490830711812
"V8","V12","iter28","fixation",59.8753460976408
"V9","V12","iter28","fixation",67.4686643907809
"V10","V12","iter28","fixation",70.5779353910924
"V11","V12","iter28","fixation",50.8077826866255
"V12","V12","iter28","fixation",62.5350130545019
"V13","V12","iter28","fixation",45.7991411690957
"T","V12","iter28","fixation",0
"V1","V13","iter28","fixation",72.468443300748
"V2","V13","iter28","fixation",68.995702724694
"V3","V13","iter28","fixation",91.1075851076409
"V4","V13","iter28","fixation",59.1647963294753
"V5","V13","iter28","fixation",89.6735990861485
"V6","V13","iter28","fixation",75.0183164788641
"V7","V13","iter28","fixation",94.0518179158393
"V8","V13","iter28","fixation",51.8901825021371
"V9","V13","iter28","fixation",65.274344168802
"V10","V13","iter28","fixation",46.1935698899786
"V11","V13","iter28","fixation",53.8944080777235
"V12","V13","iter28","fixation",50.4083252503873
"V13","V13","iter28","fixation",60.5211022369493
"T","V13","iter28","fixation",0
"V1","T","iter28","fixation",922.457862336532
"V2","T","iter28","fixation",912.690736686657
"V3","T","iter28","fixation",1059.68605752235
"V4","T","iter28","fixation",918.152915527426
"V5","T","iter28","fixation",1175.89897196601
"V6","T","iter28","fixation",1011.98822517832
"V7","T","iter28","fixation",1122.31916034804
"V8","T","iter28","fixation",972.374207070396
"V9","T","iter28","fixation",1114.02201436235
"V10","T","iter28","fixation",1018.48346162964
"V11","T","iter28","fixation",1023.00925938479
"V12","T","iter28","fixation",942.958026832579
"V13","T","iter28","fixation",978.547502847086
"T","T","iter28","fixation",0
"V1","V1","iter29","fixation",128.909489160309
"V2","V1","iter29","fixation",57.9076091390581
"V3","V1","iter29","fixation",120.768045059636
"V4","V1","iter29","fixation",71.1127282619156
"V5","V1","iter29","fixation",112.9352876715
"V6","V1","iter29","fixation",128.790297477043
"V7","V1","iter29","fixation",117.865086845069
"V8","V1","iter29","fixation",82.4238885247201
"V9","V1","iter29","fixation",76.819176452889
"V10","V1","iter29","fixation",68.8799104350795
"V11","V1","iter29","fixation",66.5851261467454
"V12","V1","iter29","fixation",64.1799179963282
"V13","V1","iter29","fixation",67.1646322317028
"T","V1","iter29","fixation",0
"V1","V2","iter29","fixation",84.1386325385137
"V2","V2","iter29","fixation",74.430922490591
"V3","V2","iter29","fixation",73.8193704529966
"V4","V2","iter29","fixation",60.5678777039909
"V5","V2","iter29","fixation",110.627555268576
"V6","V2","iter29","fixation",96.4371309624777
"V7","V2","iter29","fixation",126.664635977948
"V8","V2","iter29","fixation",67.7984287957944
"V9","V2","iter29","fixation",65.2346664847509
"V10","V2","iter29","fixation",51.2363280822029
"V11","V2","iter29","fixation",45.1970523187053
"V12","V2","iter29","fixation",50.9500798525568
"V13","V2","iter29","fixation",63.9777923078712
"T","V2","iter29","fixation",0
"V1","V3","iter29","fixation",113.243604823823
"V2","V3","iter29","fixation",85.7706609638161
"V3","V3","iter29","fixation",76.8195305126857
"V4","V3","iter29","fixation",60.1793011332258
"V5","V3","iter29","fixation",95.543294718781
"V6","V3","iter29","fixation",107.304800890041
"V7","V3","iter29","fixation",98.6757920230051
"V8","V3","iter29","fixation",72.7799999134935
"V9","V3","iter29","fixation",59.5555824213459
"V10","V3","iter29","fixation",61.8759408828268
"V11","V3","iter29","fixation",60.460239183673
"V12","V3","iter29","fixation",60.4066885656702
"V13","V3","iter29","fixation",56.5998406065789
"T","V3","iter29","fixation",0
"V1","V4","iter29","fixation",90.1683949960788
"V2","V4","iter29","fixation",73.8065332248625
"V3","V4","iter29","fixation",65.80231749305
"V4","V4","iter29","fixation",57.3419071304069
"V5","V4","iter29","fixation",64.1963780253366
"V6","V4","iter29","fixation",83.1209227784628
"V7","V4","iter29","fixation",95.0929741742026
"V8","V4","iter29","fixation",57.3733146364213
"V9","V4","iter29","fixation",66.4248764907552
"V10","V4","iter29","fixation",47.6953914320662
"V11","V4","iter29","fixation",48.1285297003872
"V12","V4","iter29","fixation",55.3027573842347
"V13","V4","iter29","fixation",35.9536557022666
"T","V4","iter29","fixation",0
"V1","V5","iter29","fixation",118.021208629827
"V2","V5","iter29","fixation",98.1085954916396
"V3","V5","iter29","fixation",76.5280305130882
"V4","V5","iter29","fixation",53.3978267535854
"V5","V5","iter29","fixation",81.7814625480291
"V6","V5","iter29","fixation",113.250843202792
"V7","V5","iter29","fixation",124.255644231497
"V8","V5","iter29","fixation",66.6694870188247
"V9","V5","iter29","fixation",72.8823815105845
"V10","V5","iter29","fixation",68.5179667978643
"V11","V5","iter29","fixation",64.9216921804597
"V12","V5","iter29","fixation",68.4749449596756
"V13","V5","iter29","fixation",58.7101842091732
"T","V5","iter29","fixation",0
"V1","V6","iter29","fixation",177.714821060901
"V2","V6","iter29","fixation",88.7062942559442
"V3","V6","iter29","fixation",103.089737506893
"V4","V6","iter29","fixation",79.7346465345101
"V5","V6","iter29","fixation",79.7806611624149
"V6","V6","iter29","fixation",102.998159348345
"V7","V6","iter29","fixation",120.589841777175
"V8","V6","iter29","fixation",58.057120369671
"V9","V6","iter29","fixation",85.599258248897
"V10","V6","iter29","fixation",57.4110782518301
"V11","V6","iter29","fixation",58.8954711077236
"V12","V6","iter29","fixation",51.1868238513192
"V13","V6","iter29","fixation",47.1307711116256
"T","V6","iter29","fixation",0
"V1","V7","iter29","fixation",132.021994547391
"V2","V7","iter29","fixation",99.9176190936311
"V3","V7","iter29","fixation",103.075544075943
"V4","V7","iter29","fixation",66.1279528335224
"V5","V7","iter29","fixation",112.121221358319
"V6","V7","iter29","fixation",114.488225645886
"V7","V7","iter29","fixation",103.340188250234
"V8","V7","iter29","fixation",82.454199540019
"V9","V7","iter29","fixation",62.494882168931
"V10","V7","iter29","fixation",59.3059884439162
"V11","V7","iter29","fixation",72.7122832102352
"V12","V7","iter29","fixation",67.6723708166191
"V13","V7","iter29","fixation",65.1871885666689
"T","V7","iter29","fixation",0
"V1","V8","iter29","fixation",123.121097059104
"V2","V8","iter29","fixation",99.5103677314143
"V3","V8","iter29","fixation",72.7089523660745
"V4","V8","iter29","fixation",44.7128898100074
"V5","V8","iter29","fixation",68.0900203238871
"V6","V8","iter29","fixation",94.9253272875491
"V7","V8","iter29","fixation",95.3399097637733
"V8","V8","iter29","fixation",64.0396135696426
"V9","V8","iter29","fixation",60.9696155441012
"V10","V8","iter29","fixation",35.1623235294219
"V11","V8","iter29","fixation",49.2265861443536
"V12","V8","iter29","fixation",57.5339895963159
"V13","V8","iter29","fixation",48.1683128312502
"T","V8","iter29","fixation",0
"V1","V9","iter29","fixation",91.2041542432322
"V2","V9","iter29","fixation",102.417794938807
"V3","V9","iter29","fixation",76.7836217935575
"V4","V9","iter29","fixation",63.6315151788677
"V5","V9","iter29","fixation",85.6790883507058
"V6","V9","iter29","fixation",93.4773580279132
"V7","V9","iter29","fixation",109.704721592212
"V8","V9","iter29","fixation",60.4706521631371
"V9","V9","iter29","fixation",66.3926484882579
"V10","V9","iter29","fixation",61.2463286209008
"V11","V9","iter29","fixation",55.7221522485379
"V12","V9","iter29","fixation",72.9088138670489
"V13","V9","iter29","fixation",53.7197722660306
"T","V9","iter29","fixation",0
"V1","V10","iter29","fixation",93.3672368050541
"V2","V10","iter29","fixation",75.0972534767935
"V3","V10","iter29","fixation",76.100091822211
"V4","V10","iter29","fixation",49.5255788745669
"V5","V10","iter29","fixation",72.5684737601172
"V6","V10","iter29","fixation",81.6660581753292
"V7","V10","iter29","fixation",78.0482624162159
"V8","V10","iter29","fixation",72.6622133199447
"V9","V10","iter29","fixation",69.8751610874418
"V10","V10","iter29","fixation",66.9161865064299
"V11","V10","iter29","fixation",69.5732215649135
"V12","V10","iter29","fixation",57.5845041101604
"V13","V10","iter29","fixation",55.7627835152311
"T","V10","iter29","fixation",0
"V1","V11","iter29","fixation",86.3130874564616
"V2","V11","iter29","fixation",72.9483229761284
"V3","V11","iter29","fixation",65.664197696336
"V4","V11","iter29","fixation",53.6739789761364
"V5","V11","iter29","fixation",81.6217028790584
"V6","V11","iter29","fixation",96.7229719384196
"V7","V11","iter29","fixation",83.2628490683899
"V8","V11","iter29","fixation",54.1537773020782
"V9","V11","iter29","fixation",81.2869088411903
"V10","V11","iter29","fixation",58.1964320985618
"V11","V11","iter29","fixation",54.5947439833464
"V12","V11","iter29","fixation",74.0136939324084
"V13","V11","iter29","fixation",52.5586415795605
"T","V11","iter29","fixation",0
"V1","V12","iter29","fixation",92.7724042974293
"V2","V12","iter29","fixation",68.0550991485164
"V3","V12","iter29","fixation",67.7494788052572
"V4","V12","iter29","fixation",52.1973470638792
"V5","V12","iter29","fixation",94.0262153622798
"V6","V12","iter29","fixation",77.963145221698
"V7","V12","iter29","fixation",103.268718684153
"V8","V12","iter29","fixation",66.6581715335277
"V9","V12","iter29","fixation",62.4916010795703
"V10","V12","iter29","fixation",78.2087432908717
"V11","V12","iter29","fixation",60.7437135455107
"V12","V12","iter29","fixation",65.4355249786488
"V13","V12","iter29","fixation",59.5222644558606
"T","V12","iter29","fixation",0
"V1","V13","iter29","fixation",77.8883007776252
"V2","V13","iter29","fixation",59.0906451312196
"V3","V13","iter29","fixation",85.2533105802859
"V4","V13","iter29","fixation",57.8448990758694
"V5","V13","iter29","fixation",84.0842808338132
"V6","V13","iter29","fixation",79.3004563118142
"V7","V13","iter29","fixation",104.812334915586
"V8","V13","iter29","fixation",75.8287465367695
"V9","V13","iter29","fixation",51.3306393824019
"V10","V13","iter29","fixation",62.4890948204435
"V11","V13","iter29","fixation",52.7230959404038
"V12","V13","iter29","fixation",66.5950308489837
"V13","V13","iter29","fixation",69.1716765381935
"T","V13","iter29","fixation",0
"V1","T","iter29","fixation",1061.1073692816
"V2","T","iter29","fixation",944.471717512593
"V3","T","iter29","fixation",1090.15736550426
"V4","T","iter29","fixation",918.674563657223
"V5","T","iter29","fixation",1023.36169555551
"V6","T","iter29","fixation",1007.88032514304
"V7","T","iter29","fixation",1038.79324781096
"V8","T","iter29","fixation",933.75141615066
"V9","T","iter29","fixation",1060.40072364709
"V10","T","iter29","fixation",1005.77390495645
"V11","T","iter29","fixation",1019.05858847487
"V12","T","iter29","fixation",1044.23853481367
"V13","T","iter29","fixation",1072.6806618684
"T","T","iter29","fixation",0
"V1","V1","iter30","fixation",95.343754416337
"V2","V1","iter30","fixation",72.3442919839523
"V3","V1","iter30","fixation",121.292474460373
"V4","V1","iter30","fixation",73.988417370412
"V5","V1","iter30","fixation",75.0271944294185
"V6","V1","iter30","fixation",116.539718640165
"V7","V1","iter30","fixation",81.5995886591896
"V8","V1","iter30","fixation",134.54961646086
"V9","V1","iter30","fixation",62.7244301645589
"V10","V1","iter30","fixation",49.7730286823364
"V11","V1","iter30","fixation",99.2283579449265
"V12","V1","iter30","fixation",36.1004799377629
"V13","V1","iter30","fixation",47.9375233449975
"T","V1","iter30","fixation",0
"V1","V2","iter30","fixation",64.5850595638042
"V2","V2","iter30","fixation",67.8430089647393
"V3","V2","iter30","fixation",81.7808249468446
"V4","V2","iter30","fixation",61.544477154445
"V5","V2","iter30","fixation",60.5923634219419
"V6","V2","iter30","fixation",91.4276402733947
"V7","V2","iter30","fixation",80.4765939619807
"V8","V2","iter30","fixation",119.274469429392
"V9","V2","iter30","fixation",62.2984539455248
"V10","V2","iter30","fixation",55.5994506696734
"V11","V2","iter30","fixation",93.3632184521403
"V12","V2","iter30","fixation",35.4192354797108
"V13","V2","iter30","fixation",67.2081540118221
"T","V2","iter30","fixation",0
"V1","V3","iter30","fixation",77.0121116204991
"V2","V3","iter30","fixation",84.6778269431804
"V3","V3","iter30","fixation",92.7579647150719
"V4","V3","iter30","fixation",65.7618316544318
"V5","V3","iter30","fixation",70.9274909222584
"V6","V3","iter30","fixation",103.318339826909
"V7","V3","iter30","fixation",83.8502413971531
"V8","V3","iter30","fixation",126.67594592682
"V9","V3","iter30","fixation",73.1873682408039
"V10","V3","iter30","fixation",57.5464512236982
"V11","V3","iter30","fixation",129.114304341889
"V12","V3","iter30","fixation",60.6465277238467
"V13","V3","iter30","fixation",68.606638603696
"T","V3","iter30","fixation",0
"V1","V4","iter30","fixation",82.6000628131904
"V2","V4","iter30","fixation",68.628175179308
"V3","V4","iter30","fixation",87.1944992180165
"V4","V4","iter30","fixation",68.1457758441304
"V5","V4","iter30","fixation",68.6592504519156
"V6","V4","iter30","fixation",94.2584841138358
"V7","V4","iter30","fixation",103.047449514304
"V8","V4","iter30","fixation",101.994942265515
"V9","V4","iter30","fixation",50.2964391529871
"V10","V4","iter30","fixation",69.1738846771208
"V11","V4","iter30","fixation",86.9372954199294
"V12","V4","iter30","fixation",37.3500794334885
"V13","V4","iter30","fixation",53.1192300725304
"T","V4","iter30","fixation",0
"V1","V5","iter30","fixation",91.1920790931325
"V2","V5","iter30","fixation",70.0806402859743
"V3","V5","iter30","fixation",88.007488470631
"V4","V5","iter30","fixation",69.7897177617227
"V5","V5","iter30","fixation",79.675133370151
"V6","V5","iter30","fixation",81.8066357434339
"V7","V5","iter30","fixation",48.1796337138521
"V8","V5","iter30","fixation",112.35639546081
"V9","V5","iter30","fixation",35.2243313881616
"V10","V5","iter30","fixation",44.235896948361
"V11","V5","iter30","fixation",68.517756701403
"V12","V5","iter30","fixation",34.9301636628731
"V13","V5","iter30","fixation",66.4474285605482
"T","V5","iter30","fixation",0
"V1","V6","iter30","fixation",94.0349805983179
"V2","V6","iter30","fixation",106.740932111735
"V3","V6","iter30","fixation",139.953111114475
"V4","V6","iter30","fixation",80.7325956470103
"V5","V6","iter30","fixation",68.8618830606197
"V6","V6","iter30","fixation",85.3484340876503
"V7","V6","iter30","fixation",71.8617359022215
"V8","V6","iter30","fixation",116.05492825198
"V9","V6","iter30","fixation",46.6138117193684
"V10","V6","iter30","fixation",51.7753503106075
"V11","V6","iter30","fixation",89.7345428207082
"V12","V6","iter30","fixation",43.8548150885308
"V13","V6","iter30","fixation",61.4453821439825
"T","V6","iter30","fixation",0
"V1","V7","iter30","fixation",86.8466372236014
"V2","V7","iter30","fixation",96.0658122146955
"V3","V7","iter30","fixation",97.1350373143048
"V4","V7","iter30","fixation",65.3810681007071
"V5","V7","iter30","fixation",60.9635613040403
"V6","V7","iter30","fixation",95.0592429702931
"V7","V7","iter30","fixation",83.8448535492086
"V8","V7","iter30","fixation",97.2091690781507
"V9","V7","iter30","fixation",63.2904740769122
"V10","V7","iter30","fixation",57.1853825406108
"V11","V7","iter30","fixation",109.67797873345
"V12","V7","iter30","fixation",40.734360530318
"V13","V7","iter30","fixation",53.84312488435
"T","V7","iter30","fixation",0
"V1","V8","iter30","fixation",109.821314810591
"V2","V8","iter30","fixation",122.956552197442
"V3","V8","iter30","fixation",116.685536736384
"V4","V8","iter30","fixation",72.9487741177506
"V5","V8","iter30","fixation",94.1927500047471
"V6","V8","iter30","fixation",112.710373727096
"V7","V8","iter30","fixation",70.8863201901403
"V8","V8","iter30","fixation",115.753763155523
"V9","V8","iter30","fixation",61.1744154448952
"V10","V8","iter30","fixation",51.7060152423361
"V11","V8","iter30","fixation",93.0874489559564
"V12","V8","iter30","fixation",43.549536339229
"V13","V8","iter30","fixation",65.800644379206
"T","V8","iter30","fixation",0
"V1","V9","iter30","fixation",71.7039468436876
"V2","V9","iter30","fixation",79.7237507762025
"V3","V9","iter30","fixation",74.6707754151353
"V4","V9","iter30","fixation",72.5816323195915
"V5","V9","iter30","fixation",68.4260523608439
"V6","V9","iter30","fixation",87.3589633636077
"V7","V9","iter30","fixation",66.9578069469896
"V8","V9","iter30","fixation",77.7872399070719
"V9","V9","iter30","fixation",63.9381564872994
"V10","V9","iter30","fixation",54.0235163589343
"V11","V9","iter30","fixation",139.93743574231
"V12","V9","iter30","fixation",36.7600155957911
"V13","V9","iter30","fixation",67.5996697885985
"T","V9","iter30","fixation",0
"V1","V10","iter30","fixation",68.8708510848574
"V2","V10","iter30","fixation",72.6695315715207
"V3","V10","iter30","fixation",90.9940224484263
"V4","V10","iter30","fixation",58.4693294728877
"V5","V10","iter30","fixation",54.2575140149345
"V6","V10","iter30","fixation",75.61552037296
"V7","V10","iter30","fixation",62.4719176765345
"V8","V10","iter30","fixation",98.5280937356745
"V9","V10","iter30","fixation",49.0963348488921
"V10","V10","iter30","fixation",51.5699690225706
"V11","V10","iter30","fixation",97.252992642454
"V12","V10","iter30","fixation",48.3193442767562
"V13","V10","iter30","fixation",64.380273290366
"T","V10","iter30","fixation",0
"V1","V11","iter30","fixation",121.866768016436
"V2","V11","iter30","fixation",112.499401331367
"V3","V11","iter30","fixation",101.197728602311
"V4","V11","iter30","fixation",86.1689227511898
"V5","V11","iter30","fixation",78.4902429415249
"V6","V11","iter30","fixation",114.250722590769
"V7","V11","iter30","fixation",97.0708448633642
"V8","V11","iter30","fixation",136.556081268078
"V9","V11","iter30","fixation",79.0505612549746
"V10","V11","iter30","fixation",75.4328653611445
"V11","V11","iter30","fixation",102.900428693974
"V12","V11","iter30","fixation",61.3121849934993
"V13","V11","iter30","fixation",70.5040397137915
"T","V11","iter30","fixation",0
"V1","V12","iter30","fixation",58.7035630021158
"V2","V12","iter30","fixation",63.6980977081176
"V3","V12","iter30","fixation",72.833647585858
"V4","V12","iter30","fixation",42.0925474733762
"V5","V12","iter30","fixation",42.1508290467771
"V6","V12","iter30","fixation",62.5269975164066
"V7","V12","iter30","fixation",62.4513659168431
"V8","V12","iter30","fixation",75.5784967202799
"V9","V12","iter30","fixation",50.0369662001561
"V10","V12","iter30","fixation",38.5610409972708
"V11","V12","iter30","fixation",94.0605038824826
"V12","V12","iter30","fixation",45.487460108718
"V13","V12","iter30","fixation",49.6998484749123
"T","V12","iter30","fixation",0
"V1","V13","iter30","fixation",73.5620961134329
"V2","V13","iter30","fixation",60.6251734983444
"V3","V13","iter30","fixation",98.1824885702053
"V4","V13","iter30","fixation",78.1946891216677
"V5","V13","iter30","fixation",58.1505289016897
"V6","V13","iter30","fixation",81.6551360239829
"V7","V13","iter30","fixation",78.0416124008388
"V8","V13","iter30","fixation",84.1934008693245
"V9","V13","iter30","fixation",56.7899728766303
"V10","V13","iter30","fixation",53.828677030533
"V11","V13","iter30","fixation",86.0274639955892
"V12","V13","iter30","fixation",37.2219634921713
"V13","V13","iter30","fixation",60.9971415821536
"T","V13","iter30","fixation",0
"V1","T","iter30","fixation",1076.91501539151
"V2","T","iter30","fixation",893.748103151209
"V3","T","iter30","fixation",1082.5192113563
"V4","T","iter30","fixation",1077.1332800558
"V5","T","iter30","fixation",898.361628263151
"V6","T","iter30","fixation",1005.8191527317
"V7","T","iter30","fixation",980.966064956897
"V8","T","iter30","fixation",1017.43928503364
"V9","T","iter30","fixation",1128.73802584604
"V10","T","iter30","fixation",1026.41398114053
"V11","T","iter30","fixation",1173.40003634416
"V12","T","iter30","fixation",897.806375841675
"V13","T","iter30","fixation",974.868223382618
"T","T","iter30","fixation",0
"V1","V1","iter1","level",24.9857142857143
"V2","V1","iter1","level",25.7039682539682
"V3","V1","iter1","level",34.6876984126984
"V4","V1","iter1","level",53.202380952381
"V5","V1","iter1","level",54.2404761904762
"V6","V1","iter1","level",35.8404761904762
"V7","V1","iter1","level",51.5662698412699
"V8","V1","iter1","level",52.0198412698413
"V9","V1","iter1","level",15.9464285714286
"V10","V1","iter1","level",16.1551587301587
"V11","V1","iter1","level",22.0444444444444
"V12","V1","iter1","level",23.7972222222222
"V13","V1","iter1","level",13.9075396825397
"T","V1","iter1","level",0
"V1","V2","iter1","level",21.4023809523809
"V2","V2","iter1","level",33.9420634920635
"V3","V2","iter1","level",27.2647186147186
"V4","V2","iter1","level",28.0896825396825
"V5","V2","iter1","level",42.9142857142857
"V6","V2","iter1","level",28.1464285714286
"V7","V2","iter1","level",57.1285714285715
"V8","V2","iter1","level",62.2789682539683
"V9","V2","iter1","level",12.8277777777778
"V10","V2","iter1","level",12.5218253968254
"V11","V2","iter1","level",12.9011904761905
"V12","V2","iter1","level",16.0452380952381
"V13","V2","iter1","level",12.0047619047619
"T","V2","iter1","level",0
"V1","V3","iter1","level",31.8432539682539
"V2","V3","iter1","level",29.4238095238095
"V3","V3","iter1","level",36.7226190476191
"V4","V3","iter1","level",44.5293650793651
"V5","V3","iter1","level",27.6666666666667
"V6","V3","iter1","level",25.7956349206349
"V7","V3","iter1","level",39.7777777777778
"V8","V3","iter1","level",44.2289682539683
"V9","V3","iter1","level",16.9015873015873
"V10","V3","iter1","level",19.9718253968254
"V11","V3","iter1","level",20.6337301587301
"V12","V3","iter1","level",22.1869047619048
"V13","V3","iter1","level",13.3964285714286
"T","V3","iter1","level",0
"V1","V4","iter1","level",22.1416666666667
"V2","V4","iter1","level",37.9134920634921
"V3","V4","iter1","level",36.7944444444444
"V4","V4","iter1","level",30.1849206349206
"V5","V4","iter1","level",29.7821428571429
"V6","V4","iter1","level",32.7146825396825
"V7","V4","iter1","level",35.7710317460318
"V8","V4","iter1","level",52.6555555555556
"V9","V4","iter1","level",11.2595238095238
"V10","V4","iter1","level",11.697619047619
"V11","V4","iter1","level",17.4170634920635
"V12","V4","iter1","level",20.3071428571429
"V13","V4","iter1","level",11.1956349206349
"T","V4","iter1","level",0
"V1","V5","iter1","level",32.4765873015873
"V2","V5","iter1","level",43.5333333333334
"V3","V5","iter1","level",33.9468253968254
"V4","V5","iter1","level",45.4396825396825
"V5","V5","iter1","level",22.8404761904762
"V6","V5","iter1","level",29.6130952380952
"V7","V5","iter1","level",43.9226190476191
"V8","V5","iter1","level",51.3456349206349
"V9","V5","iter1","level",9.17738095238095
"V10","V5","iter1","level",22.265873015873
"V11","V5","iter1","level",18.5654761904762
"V12","V5","iter1","level",20.5654761904762
"V13","V5","iter1","level",9.75515873015873
"T","V5","iter1","level",0
"V1","V6","iter1","level",32.8253968253968
"V2","V6","iter1","level",45.2202380952381
"V3","V6","iter1","level",36.3694444444444
"V4","V6","iter1","level",43.1142857142857
"V5","V6","iter1","level",27.0416666666667
"V6","V6","iter1","level",26.5857142857143
"V7","V6","iter1","level",46.5599206349207
"V8","V6","iter1","level",57.7794011544012
"V9","V6","iter1","level",13.497619047619
"V10","V6","iter1","level",16.8678571428571
"V11","V6","iter1","level",23.3619047619047
"V12","V6","iter1","level",20.1170634920635
"V13","V6","iter1","level",10.9595238095238
"T","V6","iter1","level",0
"V1","V7","iter1","level",38.0964285714286
"V2","V7","iter1","level",46.2630952380952
"V3","V7","iter1","level",27.8630952380952
"V4","V7","iter1","level",45.4861111111111
"V5","V7","iter1","level",54.8837301587302
"V6","V7","iter1","level",43.5968253968254
"V7","V7","iter1","level",35.1416666666667
"V8","V7","iter1","level",33.5845238095238
"V9","V7","iter1","level",11.5396825396825
"V10","V7","iter1","level",17.5738095238095
"V11","V7","iter1","level",15.9388888888889
"V12","V7","iter1","level",24.7456349206349
"V13","V7","iter1","level",13.2321428571429
"T","V7","iter1","level",0
"V1","V8","iter1","level",37.9194444444444
"V2","V8","iter1","level",55.3261904761905
"V3","V8","iter1","level",51.8809523809524
"V4","V8","iter1","level",67.7250000000001
"V5","V8","iter1","level",58.116305916306
"V6","V8","iter1","level",45.7535714285715
"V7","V8","iter1","level",31.5444444444444
"V8","V8","iter1","level",34.8075396825397
"V9","V8","iter1","level",13.8345238095238
"V10","V8","iter1","level",17.3777777777778
"V11","V8","iter1","level",23.572619047619
"V12","V8","iter1","level",22.875
"V13","V8","iter1","level",14.190873015873
"T","V8","iter1","level",0
"V1","V9","iter1","level",21.2773809523809
"V2","V9","iter1","level",13.2642857142857
"V3","V9","iter1","level",24.95
"V4","V9","iter1","level",31.0464285714286
"V5","V9","iter1","level",21.9380952380952
"V6","V9","iter1","level",21.8099206349206
"V7","V9","iter1","level",19.7825396825397
"V8","V9","iter1","level",26.9690476190476
"V9","V9","iter1","level",9.47896825396825
"V10","V9","iter1","level",18.3142857142857
"V11","V9","iter1","level",22.118253968254
"V12","V9","iter1","level",22.0472222222222
"V13","V9","iter1","level",11.0571428571429
"T","V9","iter1","level",0
"V1","V10","iter1","level",25.5305555555555
"V2","V10","iter1","level",30.8988095238095
"V3","V10","iter1","level",18.9511904761905
"V4","V10","iter1","level",28.5916666666667
"V5","V10","iter1","level",31.3321428571428
"V6","V10","iter1","level",20.5202380952381
"V7","V10","iter1","level",30.0218253968254
"V8","V10","iter1","level",30.1075396825397
"V9","V10","iter1","level",13.3619047619048
"V10","V10","iter1","level",17.447619047619
"V11","V10","iter1","level",18.6511904761905
"V12","V10","iter1","level",26.0353174603174
"V13","V10","iter1","level",9.32698412698413
"T","V10","iter1","level",0
"V1","V11","iter1","level",29.8583333333333
"V2","V11","iter1","level",27.1988095238095
"V3","V11","iter1","level",33.2329365079365
"V4","V11","iter1","level",26.8202380952381
"V5","V11","iter1","level",20.2285714285714
"V6","V11","iter1","level",26.8404761904762
"V7","V11","iter1","level",30.6559523809524
"V8","V11","iter1","level",32.625
"V9","V11","iter1","level",12.9313492063492
"V10","V11","iter1","level",20.5059523809524
"V11","V11","iter1","level",29.1551587301587
"V12","V11","iter1","level",24.8904761904762
"V13","V11","iter1","level",14.5837301587302
"T","V11","iter1","level",0
"V1","V12","iter1","level",29.3571428571428
