selected_features,iteration,metric,relevant,value
7,iter12,separability index,5 relevant,0.953333333333333
8,iter12,separability index,5 relevant,0.943333333333333
9,iter12,separability index,5 relevant,0.943333333333333
10,iter12,separability index,5 relevant,0.943333333333333
11,iter12,separability index,5 relevant,0.95
12,iter12,separability index,5 relevant,0.936666666666667
2,iter13,separability index,5 relevant,0.45
3,iter13,separability index,5 relevant,0.68
4,iter13,separability index,5 relevant,0.833333333333333
5,iter13,separability index,5 relevant,0.98
6,iter13,separability index,5 relevant,0.976666666666667
7,iter13,separability index,5 relevant,0.973333333333333
8,iter13,separability index,5 relevant,0.98
9,iter13,separability index,5 relevant,0.973333333333333
10,iter13,separability index,5 relevant,0.97
11,iter13,separability index,5 relevant,0.966666666666667
12,iter13,separability index,5 relevant,0.973333333333333
2,iter14,separability index,5 relevant,0.416666666666667
3,iter14,separability index,5 relevant,0.596666666666667
4,iter14,separability index,5 relevant,0.783333333333333
5,iter14,separability index,5 relevant,0.98
6,iter14,separability index,5 relevant,0.993333333333333
7,iter14,separability index,5 relevant,0.99
8,iter14,separability index,5 relevant,0.983333333333333
9,iter14,separability index,5 relevant,0.976666666666667
10,iter14,separability index,5 relevant,0.973333333333333
11,iter14,separability index,5 relevant,0.98
12,iter14,separability index,5 relevant,0.976666666666667
2,iter15,separability index,5 relevant,0.473333333333333
3,iter15,separability index,5 relevant,0.703333333333333
4,iter15,separability index,5 relevant,0.773333333333333
5,iter15,separability index,5 relevant,0.976666666666667
6,iter15,separability index,5 relevant,0.976666666666667
7,iter15,separability index,5 relevant,0.973333333333333
8,iter15,separability index,5 relevant,0.966666666666667
9,iter15,separability index,5 relevant,0.973333333333333
10,iter15,separability index,5 relevant,0.98
11,iter15,separability index,5 relevant,0.98
12,iter15,separability index,5 relevant,0.976666666666667
2,iter16,separability index,5 relevant,0.443333333333333
3,iter16,separability index,5 relevant,0.636666666666667
4,iter16,separability index,5 relevant,0.793333333333333
5,iter16,separability index,5 relevant,0.976666666666667
6,iter16,separability index,5 relevant,0.976666666666667
7,iter16,separability index,5 relevant,0.983333333333333
8,iter16,separability index,5 relevant,0.976666666666667
9,iter16,separability index,5 relevant,0.98
10,iter16,separability index,5 relevant,0.973333333333333
11,iter16,separability index,5 relevant,0.973333333333333
12,iter16,separability index,5 relevant,0.98
2,iter17,separability index,5 relevant,0.47
3,iter17,separability index,5 relevant,0.643333333333333
4,iter17,separability index,5 relevant,0.79
5,iter17,separability index,5 relevant,0.99
6,iter17,separability index,5 relevant,0.99
7,iter17,separability index,5 relevant,0.986666666666667
8,iter17,separability index,5 relevant,1
9,iter17,separability index,5 relevant,0.996666666666667
10,iter17,separability index,5 relevant,1
11,iter17,separability index,5 relevant,0.993333333333333
12,iter17,separability index,5 relevant,0.99
2,iter18,separability index,5 relevant,0.483333333333333
3,iter18,separability index,5 relevant,0.67
4,iter18,separability index,5 relevant,0.8
5,iter18,separability index,5 relevant,0.986666666666667
6,iter18,separability index,5 relevant,0.973333333333333
7,iter18,separability index,5 relevant,0.966666666666667
8,iter18,separability index,5 relevant,0.973333333333333
9,iter18,separability index,5 relevant,0.97
10,iter18,separability index,5 relevant,0.966666666666667
11,iter18,separability index,5 relevant,0.966666666666667
12,iter18,separability index,5 relevant,0.96
2,iter19,separability index,5 relevant,0.47
3,iter19,separability index,5 relevant,0.663333333333333
4,iter19,separability index,5 relevant,0.806666666666667
5,iter19,separability index,5 relevant,0.98
6,iter19,separability index,5 relevant,0.986666666666667
7,iter19,separability index,5 relevant,0.993333333333333
8,iter19,separability index,5 relevant,0.99
9,iter19,separability index,5 relevant,0.99
10,iter19,separability index,5 relevant,0.983333333333333
11,iter19,separability index,5 relevant,0.986666666666667
12,iter19,separability index,5 relevant,0.98
2,iter20,separability index,5 relevant,0.506666666666667
3,iter20,separability index,5 relevant,0.663333333333333
4,iter20,separability index,5 relevant,0.836666666666667
5,iter20,separability index,5 relevant,0.996666666666667
6,iter20,separability index,5 relevant,0.993333333333333
7,iter20,separability index,5 relevant,0.986666666666667
8,iter20,separability index,5 relevant,0.986666666666667
9,iter20,separability index,5 relevant,0.986666666666667
10,iter20,separability index,5 relevant,0.983333333333333
11,iter20,separability index,5 relevant,0.976666666666667
12,iter20,separability index,5 relevant,0.976666666666667
2,iter21,separability index,5 relevant,0.53
3,iter21,separability index,5 relevant,0.63
4,iter21,separability index,5 relevant,0.793333333333333
5,iter21,separability index,5 relevant,0.986666666666667
6,iter21,separability index,5 relevant,0.98
7,iter21,separability index,5 relevant,0.983333333333333
8,iter21,separability index,5 relevant,0.986666666666667
9,iter21,separability index,5 relevant,0.986666666666667
10,iter21,separability index,5 relevant,0.976666666666667
11,iter21,separability index,5 relevant,0.98
12,iter21,separability index,5 relevant,0.973333333333333
2,iter22,separability index,5 relevant,0.5
3,iter22,separability index,5 relevant,0.656666666666667
4,iter22,separability index,5 relevant,0.85
5,iter22,separability index,5 relevant,0.996666666666667
6,iter22,separability index,5 relevant,0.993333333333333
7,iter22,separability index,5 relevant,0.99
8,iter22,separability index,5 relevant,0.99
9,iter22,separability index,5 relevant,0.993333333333333
10,iter22,separability index,5 relevant,0.996666666666667
11,iter22,separability index,5 relevant,0.996666666666667
12,iter22,separability index,5 relevant,0.996666666666667
2,iter23,separability index,5 relevant,0.526666666666667
3,iter23,separability index,5 relevant,0.7
4,iter23,separability index,5 relevant,0.793333333333333
5,iter23,separability index,5 relevant,0.966666666666667
6,iter23,separability index,5 relevant,0.956666666666667
7,iter23,separability index,5 relevant,0.963333333333333
8,iter23,separability index,5 relevant,0.956666666666667
9,iter23,separability index,5 relevant,0.96
10,iter23,separability index,5 relevant,0.946666666666667
11,iter23,separability index,5 relevant,0.95
12,iter23,separability index,5 relevant,0.943333333333333
2,iter24,separability index,5 relevant,0.5
3,iter24,separability index,5 relevant,0.66
4,iter24,separability index,5 relevant,0.806666666666667
5,iter24,separability index,5 relevant,0.943333333333333
6,iter24,separability index,5 relevant,0.95
7,iter24,separability index,5 relevant,0.953333333333333
8,iter24,separability index,5 relevant,0.963333333333333
9,iter24,separability index,5 relevant,0.953333333333333
10,iter24,separability index,5 relevant,0.94
11,iter24,separability index,5 relevant,0.953333333333333
12,iter24,separability index,5 relevant,0.946666666666667
2,iter25,separability index,5 relevant,0.47
3,iter25,separability index,5 relevant,0.68
4,iter25,separability index,5 relevant,0.846666666666667
5,iter25,separability index,5 relevant,0.95
6,iter25,separability index,5 relevant,0.953333333333333
7,iter25,separability index,5 relevant,0.96
8,iter25,separability index,5 relevant,0.96
9,iter25,separability index,5 relevant,0.953333333333333
10,iter25,separability index,5 relevant,0.963333333333333
11,iter25,separability index,5 relevant,0.953333333333333
12,iter25,separability index,5 relevant,0.943333333333333
2,iter26,separability index,5 relevant,0.5
3,iter26,separability index,5 relevant,0.65
4,iter26,separability index,5 relevant,0.796666666666667
5,iter26,separability index,5 relevant,0.976666666666667
6,iter26,separability index,5 relevant,0.976666666666667
7,iter26,separability index,5 relevant,0.98
8,iter26,separability index,5 relevant,0.983333333333333
9,iter26,separability index,5 relevant,0.976666666666667
10,iter26,separability index,5 relevant,0.98
11,iter26,separability index,5 relevant,0.98
12,iter26,separability index,5 relevant,0.973333333333333
2,iter27,separability index,5 relevant,0.54
3,iter27,separability index,5 relevant,0.663333333333333
4,iter27,separability index,5 relevant,0.863333333333333
5,iter27,separability index,5 relevant,0.986666666666667
6,iter27,separability index,5 relevant,0.983333333333333
7,iter27,separability index,5 relevant,0.986666666666667
8,iter27,separability index,5 relevant,0.983333333333333
9,iter27,separability index,5 relevant,0.98
10,iter27,separability index,5 relevant,0.98
11,iter27,separability index,5 relevant,0.983333333333333
12,iter27,separability index,5 relevant,0.98
2,iter28,separability index,5 relevant,0.506666666666667
3,iter28,separability index,5 relevant,0.663333333333333
4,iter28,separability index,5 relevant,0.81
5,iter28,separability index,5 relevant,0.966666666666667
6,iter28,separability index,5 relevant,0.963333333333333
7,iter28,separability index,5 relevant,0.98
8,iter28,separability index,5 relevant,0.973333333333333
9,iter28,separability index,5 relevant,0.98
10,iter28,separability index,5 relevant,0.976666666666667
11,iter28,separability index,5 relevant,0.98
12,iter28,separability index,5 relevant,0.976666666666667
2,iter29,separability index,5 relevant,0.503333333333333
3,iter29,separability index,5 relevant,0.67
4,iter29,separability index,5 relevant,0.843333333333333
5,iter29,separability index,5 relevant,0.99
6,iter29,separability index,5 relevant,0.986666666666667
7,iter29,separability index,5 relevant,0.983333333333333
8,iter29,separability index,5 relevant,0.99
9,iter29,separability index,5 relevant,0.99
10,iter29,separability index,5 relevant,0.99
11,iter29,separability index,5 relevant,0.99
12,iter29,separability index,5 relevant,0.99
2,iter30,separability index,5 relevant,0.5
3,iter30,separability index,5 relevant,0.623333333333333
4,iter30,separability index,5 relevant,0.82
5,iter30,separability index,5 relevant,0.96
6,iter30,separability index,5 relevant,0.963333333333333
7,iter30,separability index,5 relevant,0.966666666666667
8,iter30,separability index,5 relevant,0.953333333333333
9,iter30,separability index,5 relevant,0.956666666666667
10,iter30,separability index,5 relevant,0.96
11,iter30,separability index,5 relevant,0.943333333333333
12,iter30,separability index,5 relevant,0.943333333333333
2,iter1,hypothesis margin,5 relevant,0.11512
3,iter1,hypothesis margin,5 relevant,0.300986666666667
4,iter1,hypothesis margin,5 relevant,0.389693333333333
5,iter1,hypothesis margin,5 relevant,0.48332
6,iter1,hypothesis margin,5 relevant,0.43566
7,iter1,hypothesis margin,5 relevant,0.44138
8,iter1,hypothesis margin,5 relevant,0.418213333333333
9,iter1,hypothesis margin,5 relevant,0.389933333333333
10,iter1,hypothesis margin,5 relevant,0.36648
11,iter1,hypothesis margin,5 relevant,0.3378
12,iter1,hypothesis margin,5 relevant,0.325906666666667
2,iter2,hypothesis margin,5 relevant,0.0973533333333333
3,iter2,hypothesis margin,5 relevant,0.28002
4,iter2,hypothesis margin,5 relevant,0.38762
5,iter2,hypothesis margin,5 relevant,0.504546666666667
6,iter2,hypothesis margin,5 relevant,0.463406666666667
7,iter2,hypothesis margin,5 relevant,0.46274
8,iter2,hypothesis margin,5 relevant,0.43836
9,iter2,hypothesis margin,5 relevant,0.405186666666667
10,iter2,hypothesis margin,5 relevant,0.377873333333333
11,iter2,hypothesis margin,5 relevant,0.3568
12,iter2,hypothesis margin,5 relevant,0.34454
2,iter3,hypothesis margin,5 relevant,0.13208
3,iter3,hypothesis margin,5 relevant,0.288326666666667
4,iter3,hypothesis margin,5 relevant,0.383066666666667
5,iter3,hypothesis margin,5 relevant,0.49942
6,iter3,hypothesis margin,5 relevant,0.45394
7,iter3,hypothesis margin,5 relevant,0.44952
8,iter3,hypothesis margin,5 relevant,0.41754
9,iter3,hypothesis margin,5 relevant,0.384706666666667
10,iter3,hypothesis margin,5 relevant,0.36248
11,iter3,hypothesis margin,5 relevant,0.342433333333333
12,iter3,hypothesis margin,5 relevant,0.3194
2,iter4,hypothesis margin,5 relevant,0.0926866666666667
3,iter4,hypothesis margin,5 relevant,0.223693333333333
4,iter4,hypothesis margin,5 relevant,0.38048
5,iter4,hypothesis margin,5 relevant,0.483506666666667
6,iter4,hypothesis margin,5 relevant,0.436546666666667
7,iter4,hypothesis margin,5 relevant,0.430393333333333
8,iter4,hypothesis margin,5 relevant,0.393486666666667
9,iter4,hypothesis margin,5 relevant,0.373653333333333
10,iter4,hypothesis margin,5 relevant,0.34372
11,iter4,hypothesis margin,5 relevant,0.327853333333333
12,iter4,hypothesis margin,5 relevant,0.315946666666667
2,iter5,hypothesis margin,5 relevant,0.0983933333333333
3,iter5,hypothesis margin,5 relevant,0.245633333333333
4,iter5,hypothesis margin,5 relevant,0.352333333333333
5,iter5,hypothesis margin,5 relevant,0.47596
6,iter5,hypothesis margin,5 relevant,0.4425
7,iter5,hypothesis margin,5 relevant,0.4216
8,iter5,hypothesis margin,5 relevant,0.407186666666667
9,iter5,hypothesis margin,5 relevant,0.375606666666667
10,iter5,hypothesis margin,5 relevant,0.348473333333333
11,iter5,hypothesis margin,5 relevant,0.332093333333333
12,iter5,hypothesis margin,5 relevant,0.314506666666667
2,iter6,hypothesis margin,5 relevant,0.14188
3,iter6,hypothesis margin,5 relevant,0.29014
4,iter6,hypothesis margin,5 relevant,0.40062
5,iter6,hypothesis margin,5 relevant,0.52468
6,iter6,hypothesis margin,5 relevant,0.460786666666667
7,iter6,hypothesis margin,5 relevant,0.450686666666667
8,iter6,hypothesis margin,5 relevant,0.4338
9,iter6,hypothesis margin,5 relevant,0.408586666666667
10,iter6,hypothesis margin,5 relevant,0.380466666666667
11,iter6,hypothesis margin,5 relevant,0.363213333333333
12,iter6,hypothesis margin,5 relevant,0.336853333333333
2,iter7,hypothesis margin,5 relevant,0.118846666666667
3,iter7,hypothesis margin,5 relevant,0.267266666666667
4,iter7,hypothesis margin,5 relevant,0.3879
5,iter7,hypothesis margin,5 relevant,0.496693333333333
6,iter7,hypothesis margin,5 relevant,0.437733333333333
7,iter7,hypothesis margin,5 relevant,0.435906666666667
8,iter7,hypothesis margin,5 relevant,0.419206666666667
9,iter7,hypothesis margin,5 relevant,0.384926666666667
10,iter7,hypothesis margin,5 relevant,0.365413333333333
11,iter7,hypothesis margin,5 relevant,0.345733333333333
12,iter7,hypothesis margin,5 relevant,0.328173333333333
2,iter8,hypothesis margin,5 relevant,0.117846666666667
3,iter8,hypothesis margin,5 relevant,0.30568
4,iter8,hypothesis margin,5 relevant,0.413626666666667
5,iter8,hypothesis margin,5 relevant,0.500813333333333
6,iter8,hypothesis margin,5 relevant,0.45586
7,iter8,hypothesis margin,5 relevant,0.448826666666667
8,iter8,hypothesis margin,5 relevant,0.413753333333333
9,iter8,hypothesis margin,5 relevant,0.384786666666667
10,iter8,hypothesis margin,5 relevant,0.365246666666667
11,iter8,hypothesis margin,5 relevant,0.3453
12,iter8,hypothesis margin,5 relevant,0.331493333333333
2,iter9,hypothesis margin,5 relevant,0.09628
3,iter9,hypothesis margin,5 relevant,0.27508
4,iter9,hypothesis margin,5 relevant,0.380473333333333
5,iter9,hypothesis margin,5 relevant,0.488033333333333
6,iter9,hypothesis margin,5 relevant,0.437986666666667
7,iter9,hypothesis margin,5 relevant,0.430846666666667
8,iter9,hypothesis margin,5 relevant,0.408093333333333
9,iter9,hypothesis margin,5 relevant,0.38062
10,iter9,hypothesis margin,5 relevant,0.358533333333333
11,iter9,hypothesis margin,5 relevant,0.34152
12,iter9,hypothesis margin,5 relevant,0.328526666666667
2,iter10,hypothesis margin,5 relevant,0.12806
3,iter10,hypothesis margin,5 relevant,0.295253333333333
4,iter10,hypothesis margin,5 relevant,0.3899
5,iter10,hypothesis margin,5 relevant,0.490013333333333
6,iter10,hypothesis margin,5 relevant,0.444426666666667
7,iter10,hypothesis margin,5 relevant,0.43652
8,iter10,hypothesis margin,5 relevant,0.423626666666667
9,iter10,hypothesis margin,5 relevant,0.388
10,iter10,hypothesis margin,5 relevant,0.36712
11,iter10,hypothesis margin,5 relevant,0.34422
12,iter10,hypothesis margin,5 relevant,0.327453333333333
2,iter11,hypothesis margin,5 relevant,0.102673333333333
3,iter11,hypothesis margin,5 relevant,0.247566666666667
4,iter11,hypothesis margin,5 relevant,0.36594
5,iter11,hypothesis margin,5 relevant,0.48332
6,iter11,hypothesis margin,5 relevant,0.440813333333333
7,iter11,hypothesis margin,5 relevant,0.44378
8,iter11,hypothesis margin,5 relevant,0.397806666666667
9,iter11,hypothesis margin,5 relevant,0.376546666666667
10,iter11,hypothesis margin,5 relevant,0.356133333333333
11,iter11,hypothesis margin,5 relevant,0.340606666666667
12,iter11,hypothesis margin,5 relevant,0.319313333333333
2,iter12,hypothesis margin,5 relevant,0.05836
3,iter12,hypothesis margin,5 relevant,0.25172
4,iter12,hypothesis margin,5 relevant,0.358826666666667
5,iter12,hypothesis margin,5 relevant,0.449066666666667
6,iter12,hypothesis margin,5 relevant,0.397906666666667
7,iter12,hypothesis margin,5 relevant,0.39646
8,iter12,hypothesis margin,5 relevant,0.352953333333333
9,iter12,hypothesis margin,5 relevant,0.3311
10,iter12,hypothesis margin,5 relevant,0.316306666666667
11,iter12,hypothesis margin,5 relevant,0.300946666666667
12,iter12,hypothesis margin,5 relevant,0.287186666666667
2,iter13,hypothesis margin,5 relevant,0.0819533333333333
3,iter13,hypothesis margin,5 relevant,0.284613333333333
4,iter13,hypothesis margin,5 relevant,0.420086666666667
5,iter13,hypothesis margin,5 relevant,0.50184
6,iter13,hypothesis margin,5 relevant,0.45732
7,iter13,hypothesis margin,5 relevant,0.45478
8,iter13,hypothesis margin,5 relevant,0.42974
9,iter13,hypothesis margin,5 relevant,0.39422
10,iter13,hypothesis margin,5 relevant,0.37008
11,iter13,hypothesis margin,5 relevant,0.349426666666667
12,iter13,hypothesis margin,5 relevant,0.326393333333333
2,iter14,hypothesis margin,5 relevant,0.0868066666666667
3,iter14,hypothesis margin,5 relevant,0.247293333333333
4,iter14,hypothesis margin,5 relevant,0.384793333333333
5,iter14,hypothesis margin,5 relevant,0.48614
6,iter14,hypothesis margin,5 relevant,0.445026666666667
7,iter14,hypothesis margin,5 relevant,0.442733333333333
8,iter14,hypothesis margin,5 relevant,0.397093333333333
9,iter14,hypothesis margin,5 relevant,0.3813
10,iter14,hypothesis margin,5 relevant,0.357766666666667
11,iter14,hypothesis margin,5 relevant,0.338886666666667
12,iter14,hypothesis margin,5 relevant,0.318
2,iter15,hypothesis margin,5 relevant,0.113833333333333
3,iter15,hypothesis margin,5 relevant,0.28166
4,iter15,hypothesis margin,5 relevant,0.365033333333333
5,iter15,hypothesis margin,5 relevant,0.47772
6,iter15,hypothesis margin,5 relevant,0.4252
7,iter15,hypothesis margin,5 relevant,0.4303
8,iter15,hypothesis margin,5 relevant,0.400753333333333
9,iter15,hypothesis margin,5 relevant,0.37772
10,iter15,hypothesis margin,5 relevant,0.35218
11,iter15,hypothesis margin,5 relevant,0.332386666666667
12,iter15,hypothesis margin,5 relevant,0.312126666666667
2,iter16,hypothesis margin,5 relevant,0.0781266666666667
3,iter16,hypothesis margin,5 relevant,0.260453333333333
4,iter16,hypothesis margin,5 relevant,0.378326666666667
5,iter16,hypothesis margin,5 relevant,0.481873333333333
6,iter16,hypothesis margin,5 relevant,0.433846666666667
7,iter16,hypothesis margin,5 relevant,0.435546666666667
8,iter16,hypothesis margin,5 relevant,0.401966666666667
9,iter16,hypothesis margin,5 relevant,0.38636
10,iter16,hypothesis margin,5 relevant,0.3573
11,iter16,hypothesis margin,5 relevant,0.338753333333333
12,iter16,hypothesis margin,5 relevant,0.325493333333333
2,iter17,hypothesis margin,5 relevant,0.0924466666666667
3,iter17,hypothesis margin,5 relevant,0.27414
4,iter17,hypothesis margin,5 relevant,0.378613333333333
5,iter17,hypothesis margin,5 relevant,0.5037
6,iter17,hypothesis margin,5 relevant,0.454313333333333
7,iter17,hypothesis margin,5 relevant,0.43944
8,iter17,hypothesis margin,5 relevant,0.424273333333333
9,iter17,hypothesis margin,5 relevant,0.394553333333333
10,iter17,hypothesis margin,5 relevant,0.359953333333333
11,iter17,hypothesis margin,5 relevant,0.345393333333333
12,iter17,hypothesis margin,5 relevant,0.328133333333333
2,iter18,hypothesis margin,5 relevant,0.126413333333333
3,iter18,hypothesis margin,5 relevant,0.277846666666667
4,iter18,hypothesis margin,5 relevant,0.365353333333333
5,iter18,hypothesis margin,5 relevant,0.486053333333333
6,iter18,hypothesis margin,5 relevant,0.42212
7,iter18,hypothesis margin,5 relevant,0.427013333333333
8,iter18,hypothesis margin,5 relevant,0.40274
9,iter18,hypothesis margin,5 relevant,0.37356
10,iter18,hypothesis margin,5 relevant,0.34596
11,iter18,hypothesis margin,5 relevant,0.3266
12,iter18,hypothesis margin,5 relevant,0.30694
2,iter19,hypothesis margin,5 relevant,0.112626666666667
3,iter19,hypothesis margin,5 relevant,0.268553333333333
4,iter19,hypothesis margin,5 relevant,0.356213333333333
5,iter19,hypothesis margin,5 relevant,0.479273333333333
6,iter19,hypothesis margin,5 relevant,0.438786666666667
7,iter19,hypothesis margin,5 relevant,0.434133333333333
8,iter19,hypothesis margin,5 relevant,0.399866666666667
9,iter19,hypothesis margin,5 relevant,0.3706
10,iter19,hypothesis margin,5 relevant,0.34914
11,iter19,hypothesis margin,5 relevant,0.32684
12,iter19,hypothesis margin,5 relevant,0.317833333333333
2,iter20,hypothesis margin,5 relevant,0.120253333333333
3,iter20,hypothesis margin,5 relevant,0.285366666666667
4,iter20,hypothesis margin,5 relevant,0.415266666666667
5,iter20,hypothesis margin,5 relevant,0.51414
6,iter20,hypothesis margin,5 relevant,0.469986666666667
7,iter20,hypothesis margin,5 relevant,0.45956
8,iter20,hypothesis margin,5 relevant,0.424773333333333
9,iter20,hypothesis margin,5 relevant,0.401113333333333
10,iter20,hypothesis margin,5 relevant,0.373233333333333
11,iter20,hypothesis margin,5 relevant,0.349706666666667
12,iter20,hypothesis margin,5 relevant,0.336073333333333
2,iter21,hypothesis margin,5 relevant,0.153266666666667
3,iter21,hypothesis margin,5 relevant,0.280693333333333
4,iter21,hypothesis margin,5 relevant,0.395793333333333
5,iter21,hypothesis margin,5 relevant,0.51788
6,iter21,hypothesis margin,5 relevant,0.4657
7,iter21,hypothesis margin,5 relevant,0.455533333333333
8,iter21,hypothesis margin,5 relevant,0.425986666666667
9,iter21,hypothesis margin,5 relevant,0.400166666666667
10,iter21,hypothesis margin,5 relevant,0.373173333333333
11,iter21,hypothesis margin,5 relevant,0.3612
12,iter21,hypothesis margin,5 relevant,0.33398
2,iter22,hypothesis margin,5 relevant,0.119506666666667
3,iter22,hypothesis margin,5 relevant,0.280206666666667
4,iter22,hypothesis margin,5 relevant,0.40346
5,iter22,hypothesis margin,5 relevant,0.50224
6,iter22,hypothesis margin,5 relevant,0.44104
7,iter22,hypothesis margin,5 relevant,0.446793333333333
8,iter22,hypothesis margin,5 relevant,0.414606666666667
9,iter22,hypothesis margin,5 relevant,0.389546666666667
10,iter22,hypothesis margin,5 relevant,0.368973333333333
11,iter22,hypothesis margin,5 relevant,0.34546
12,iter22,hypothesis margin,5 relevant,0.325266666666667
2,iter23,hypothesis margin,5 relevant,0.1349
3,iter23,hypothesis margin,5 relevant,0.303506666666667
4,iter23,hypothesis margin,5 relevant,0.38344
5,iter23,hypothesis margin,5 relevant,0.506793333333333
6,iter23,hypothesis margin,5 relevant,0.459686666666667
7,iter23,hypothesis margin,5 relevant,0.437486666666667
8,iter23,hypothesis margin,5 relevant,0.409786666666667
9,iter23,hypothesis margin,5 relevant,0.374706666666667
10,iter23,hypothesis margin,5 relevant,0.36092
11,iter23,hypothesis margin,5 relevant,0.335993333333333
12,iter23,hypothesis margin,5 relevant,0.318926666666667
2,iter24,hypothesis margin,5 relevant,0.133573333333333
3,iter24,hypothesis margin,5 relevant,0.278086666666667
4,iter24,hypothesis margin,5 relevant,0.380506666666667
5,iter24,hypothesis margin,5 relevant,0.457746666666667
6,iter24,hypothesis margin,5 relevant,0.40782
7,iter24,hypothesis margin,5 relevant,0.40642
8,iter24,hypothesis margin,5 relevant,0.375266666666667
9,iter24,hypothesis margin,5 relevant,0.35286
10,iter24,hypothesis margin,5 relevant,0.33456
11,iter24,hypothesis margin,5 relevant,0.321893333333333
12,iter24,hypothesis margin,5 relevant,0.303426666666667
2,iter25,hypothesis margin,5 relevant,0.1094
3,iter25,hypothesis margin,5 relevant,0.294013333333333
4,iter25,hypothesis margin,5 relevant,0.38198
5,iter25,hypothesis margin,5 relevant,0.475193333333333
6,iter25,hypothesis margin,5 relevant,0.437333333333333
7,iter25,hypothesis margin,5 relevant,0.428486666666667
8,iter25,hypothesis margin,5 relevant,0.386186666666667
9,iter25,hypothesis margin,5 relevant,0.36102
10,iter25,hypothesis margin,5 relevant,0.346913333333333
11,iter25,hypothesis margin,5 relevant,0.32572
12,iter25,hypothesis margin,5 relevant,0.30892
2,iter26,hypothesis margin,5 relevant,0.109686666666667
3,iter26,hypothesis margin,5 relevant,0.284753333333333
4,iter26,hypothesis margin,5 relevant,0.385613333333333
5,iter26,hypothesis margin,5 relevant,0.468493333333333
6,iter26,hypothesis margin,5 relevant,0.423833333333333
7,iter26,hypothesis margin,5 relevant,0.415886666666667
8,iter26,hypothesis margin,5 relevant,0.385126666666667
9,iter26,hypothesis margin,5 relevant,0.367386666666667
10,iter26,hypothesis margin,5 relevant,0.346306666666667
11,iter26,hypothesis margin,5 relevant,0.324213333333333
12,iter26,hypothesis margin,5 relevant,0.307253333333333
2,iter27,hypothesis margin,5 relevant,0.135346666666667
3,iter27,hypothesis margin,5 relevant,0.274586666666667
4,iter27,hypothesis margin,5 relevant,0.413766666666667
5,iter27,hypothesis margin,5 relevant,0.511366666666667
6,iter27,hypothesis margin,5 relevant,0.480153333333333
7,iter27,hypothesis margin,5 relevant,0.47598
8,iter27,hypothesis margin,5 relevant,0.428393333333333
9,iter27,hypothesis margin,5 relevant,0.409893333333333
10,iter27,hypothesis margin,5 relevant,0.38706
11,iter27,hypothesis margin,5 relevant,0.36208
12,iter27,hypothesis margin,5 relevant,0.35468
2,iter28,hypothesis margin,5 relevant,0.117846666666667
3,iter28,hypothesis margin,5 relevant,0.255626666666667
4,iter28,hypothesis margin,5 relevant,0.37328
5,iter28,hypothesis margin,5 relevant,0.467793333333333
6,iter28,hypothesis margin,5 relevant,0.42864
7,iter28,hypothesis margin,5 relevant,0.428826666666667
8,iter28,hypothesis margin,5 relevant,0.4087
9,iter28,hypothesis margin,5 relevant,0.37476
10,iter28,hypothesis margin,5 relevant,0.350526666666667
11,iter28,hypothesis margin,5 relevant,0.331306666666667
12,iter28,hypothesis margin,5 relevant,0.318893333333333
2,iter29,hypothesis margin,5 relevant,0.141393333333333
3,iter29,hypothesis margin,5 relevant,0.290373333333333
4,iter29,hypothesis margin,5 relevant,0.397746666666667
5,iter29,hypothesis margin,5 relevant,0.502726666666667
6,iter29,hypothesis margin,5 relevant,0.461193333333333
7,iter29,hypothesis margin,5 relevant,0.45418
8,iter29,hypothesis margin,5 relevant,0.44152
9,iter29,hypothesis margin,5 relevant,0.412186666666667
10,iter29,hypothesis margin,5 relevant,0.382166666666667
11,iter29,hypothesis margin,5 relevant,0.36058
12,iter29,hypothesis margin,5 relevant,0.337653333333333
2,iter30,hypothesis margin,5 relevant,0.116653333333333
3,iter30,hypothesis margin,5 relevant,0.278786666666667
4,iter30,hypothesis margin,5 relevant,0.390973333333333
5,iter30,hypothesis margin,5 relevant,0.48306
6,iter30,hypothesis margin,5 relevant,0.444246666666667
7,iter30,hypothesis margin,5 relevant,0.441813333333333
8,iter30,hypothesis margin,5 relevant,0.39736
9,iter30,hypothesis margin,5 relevant,0.374693333333333
10,iter30,hypothesis margin,5 relevant,0.360166666666667
11,iter30,hypothesis margin,5 relevant,0.33302
12,iter30,hypothesis margin,5 relevant,0.30958
2,iter1,silhouette,6 relevant,0.0249004598670932
3,iter1,silhouette,6 relevant,0.0460800256510698
4,iter1,silhouette,6 relevant,0.0667713825599543
5,iter1,silhouette,6 relevant,0.0885677898118616
6,iter1,silhouette,6 relevant,0.116270241833728
7,iter1,silhouette,6 relevant,0.116992373974527
8,iter1,silhouette,6 relevant,0.116038150962338
9,iter1,silhouette,6 relevant,0.115312619784289
10,iter1,silhouette,6 relevant,0.113467819532431
11,iter1,silhouette,6 relevant,0.111572490841792
12,iter1,silhouette,6 relevant,0.110108149541617
2,iter2,silhouette,6 relevant,0.0246111968157374
3,iter2,silhouette,6 relevant,0.0462240889871367
4,iter2,silhouette,6 relevant,0.0653434320586234
5,iter2,silhouette,6 relevant,0.0850657109847782
6,iter2,silhouette,6 relevant,0.113811059381114
7,iter2,silhouette,6 relevant,0.116177759409319
8,iter2,silhouette,6 relevant,0.114764402478945
9,iter2,silhouette,6 relevant,0.113311462319792
