selected_features,iteration,metric,relevant,value
5,iter29,separability index,5 relevant,0.99
6,iter29,separability index,5 relevant,0.986666666666667
7,iter29,separability index,5 relevant,0.986666666666667
8,iter29,separability index,5 relevant,0.99
9,iter29,separability index,5 relevant,0.99
10,iter29,separability index,5 relevant,0.99
11,iter29,separability index,5 relevant,0.99
12,iter29,separability index,5 relevant,0.99
2,iter30,separability index,5 relevant,0.506666666666667
3,iter30,separability index,5 relevant,0.64
4,iter30,separability index,5 relevant,0.816666666666667
5,iter30,separability index,5 relevant,0.963333333333333
6,iter30,separability index,5 relevant,0.96
7,iter30,separability index,5 relevant,0.966666666666667
8,iter30,separability index,5 relevant,0.956666666666667
9,iter30,separability index,5 relevant,0.956666666666667
10,iter30,separability index,5 relevant,0.956666666666667
11,iter30,separability index,5 relevant,0.946666666666667
12,iter30,separability index,5 relevant,0.946666666666667
2,iter1,hypothesis margin,5 relevant,0.117346666666667
3,iter1,hypothesis margin,5 relevant,0.301673333333333
4,iter1,hypothesis margin,5 relevant,0.389093333333333
5,iter1,hypothesis margin,5 relevant,0.485413333333333
6,iter1,hypothesis margin,5 relevant,0.433426666666667
7,iter1,hypothesis margin,5 relevant,0.441833333333333
8,iter1,hypothesis margin,5 relevant,0.41784
9,iter1,hypothesis margin,5 relevant,0.3885
10,iter1,hypothesis margin,5 relevant,0.36592
11,iter1,hypothesis margin,5 relevant,0.338166666666667
12,iter1,hypothesis margin,5 relevant,0.32464
2,iter2,hypothesis margin,5 relevant,0.0960266666666667
3,iter2,hypothesis margin,5 relevant,0.278453333333333
4,iter2,hypothesis margin,5 relevant,0.385726666666667
5,iter2,hypothesis margin,5 relevant,0.503933333333333
6,iter2,hypothesis margin,5 relevant,0.462493333333333
7,iter2,hypothesis margin,5 relevant,0.458686666666667
8,iter2,hypothesis margin,5 relevant,0.431506666666667
9,iter2,hypothesis margin,5 relevant,0.41062
10,iter2,hypothesis margin,5 relevant,0.380513333333333
11,iter2,hypothesis margin,5 relevant,0.358473333333333
12,iter2,hypothesis margin,5 relevant,0.340446666666667
2,iter3,hypothesis margin,5 relevant,0.13006
3,iter3,hypothesis margin,5 relevant,0.2891
4,iter3,hypothesis margin,5 relevant,0.38448
5,iter3,hypothesis margin,5 relevant,0.501026666666667
6,iter3,hypothesis margin,5 relevant,0.457566666666667
7,iter3,hypothesis margin,5 relevant,0.44754
8,iter3,hypothesis margin,5 relevant,0.416313333333333
9,iter3,hypothesis margin,5 relevant,0.387426666666667
10,iter3,hypothesis margin,5 relevant,0.36306
11,iter3,hypothesis margin,5 relevant,0.339086666666667
12,iter3,hypothesis margin,5 relevant,0.31838
2,iter4,hypothesis margin,5 relevant,0.09122
3,iter4,hypothesis margin,5 relevant,0.221466666666667
4,iter4,hypothesis margin,5 relevant,0.3895
5,iter4,hypothesis margin,5 relevant,0.48292
6,iter4,hypothesis margin,5 relevant,0.438053333333333
7,iter4,hypothesis margin,5 relevant,0.430286666666667
8,iter4,hypothesis margin,5 relevant,0.397586666666667
9,iter4,hypothesis margin,5 relevant,0.373046666666667
10,iter4,hypothesis margin,5 relevant,0.3438
11,iter4,hypothesis margin,5 relevant,0.32234
12,iter4,hypothesis margin,5 relevant,0.31498
2,iter5,hypothesis margin,5 relevant,0.09236
3,iter5,hypothesis margin,5 relevant,0.244646666666667
4,iter5,hypothesis margin,5 relevant,0.354446666666667
5,iter5,hypothesis margin,5 relevant,0.477393333333333
6,iter5,hypothesis margin,5 relevant,0.438566666666667
7,iter5,hypothesis margin,5 relevant,0.422286666666667
8,iter5,hypothesis margin,5 relevant,0.39468
9,iter5,hypothesis margin,5 relevant,0.37208
10,iter5,hypothesis margin,5 relevant,0.3511
11,iter5,hypothesis margin,5 relevant,0.33518
12,iter5,hypothesis margin,5 relevant,0.3159
2,iter6,hypothesis margin,5 relevant,0.142653333333333
3,iter6,hypothesis margin,5 relevant,0.289306666666667
4,iter6,hypothesis margin,5 relevant,0.401166666666667
5,iter6,hypothesis margin,5 relevant,0.525213333333333
6,iter6,hypothesis margin,5 relevant,0.4571
7,iter6,hypothesis margin,5 relevant,0.451793333333333
8,iter6,hypothesis margin,5 relevant,0.426866666666667
9,iter6,hypothesis margin,5 relevant,0.40428
10,iter6,hypothesis margin,5 relevant,0.3769
11,iter6,hypothesis margin,5 relevant,0.362233333333333
12,iter6,hypothesis margin,5 relevant,0.334826666666667
2,iter7,hypothesis margin,5 relevant,0.11988
3,iter7,hypothesis margin,5 relevant,0.26952
4,iter7,hypothesis margin,5 relevant,0.381873333333333
5,iter7,hypothesis margin,5 relevant,0.49274
6,iter7,hypothesis margin,5 relevant,0.442226666666667
7,iter7,hypothesis margin,5 relevant,0.435466666666667
8,iter7,hypothesis margin,5 relevant,0.416306666666667
9,iter7,hypothesis margin,5 relevant,0.382973333333333
10,iter7,hypothesis margin,5 relevant,0.370446666666667
11,iter7,hypothesis margin,5 relevant,0.349706666666667
12,iter7,hypothesis margin,5 relevant,0.325633333333333
2,iter8,hypothesis margin,5 relevant,0.118286666666667
3,iter8,hypothesis margin,5 relevant,0.309593333333333
4,iter8,hypothesis margin,5 relevant,0.412266666666667
5,iter8,hypothesis margin,5 relevant,0.500573333333333
6,iter8,hypothesis margin,5 relevant,0.45312
7,iter8,hypothesis margin,5 relevant,0.44786
8,iter8,hypothesis margin,5 relevant,0.410293333333333
9,iter8,hypothesis margin,5 relevant,0.383706666666667
10,iter8,hypothesis margin,5 relevant,0.36328
11,iter8,hypothesis margin,5 relevant,0.345493333333333
12,iter8,hypothesis margin,5 relevant,0.33152
2,iter9,hypothesis margin,5 relevant,0.0921933333333333
3,iter9,hypothesis margin,5 relevant,0.273786666666667
4,iter9,hypothesis margin,5 relevant,0.383086666666667
5,iter9,hypothesis margin,5 relevant,0.487706666666667
6,iter9,hypothesis margin,5 relevant,0.4405
7,iter9,hypothesis margin,5 relevant,0.43246
8,iter9,hypothesis margin,5 relevant,0.4084
9,iter9,hypothesis margin,5 relevant,0.37682
10,iter9,hypothesis margin,5 relevant,0.36058
11,iter9,hypothesis margin,5 relevant,0.339006666666667
12,iter9,hypothesis margin,5 relevant,0.326186666666667
2,iter10,hypothesis margin,5 relevant,0.13304
3,iter10,hypothesis margin,5 relevant,0.292846666666667
4,iter10,hypothesis margin,5 relevant,0.386433333333333
5,iter10,hypothesis margin,5 relevant,0.48746
6,iter10,hypothesis margin,5 relevant,0.446886666666667
7,iter10,hypothesis margin,5 relevant,0.43988
8,iter10,hypothesis margin,5 relevant,0.415253333333333
9,iter10,hypothesis margin,5 relevant,0.385306666666667
10,iter10,hypothesis margin,5 relevant,0.368453333333333
11,iter10,hypothesis margin,5 relevant,0.344453333333333
12,iter10,hypothesis margin,5 relevant,0.331186666666667
2,iter11,hypothesis margin,5 relevant,0.104713333333333
3,iter11,hypothesis margin,5 relevant,0.24832
4,iter11,hypothesis margin,5 relevant,0.367406666666667
5,iter11,hypothesis margin,5 relevant,0.48288
6,iter11,hypothesis margin,5 relevant,0.438386666666667
7,iter11,hypothesis margin,5 relevant,0.438093333333333
8,iter11,hypothesis margin,5 relevant,0.406566666666667
9,iter11,hypothesis margin,5 relevant,0.377073333333333
10,iter11,hypothesis margin,5 relevant,0.360193333333333
11,iter11,hypothesis margin,5 relevant,0.34252
12,iter11,hypothesis margin,5 relevant,0.319786666666667
2,iter12,hypothesis margin,5 relevant,0.0591666666666667
3,iter12,hypothesis margin,5 relevant,0.252786666666667
4,iter12,hypothesis margin,5 relevant,0.3656
5,iter12,hypothesis margin,5 relevant,0.450806666666667
6,iter12,hypothesis margin,5 relevant,0.399386666666667
7,iter12,hypothesis margin,5 relevant,0.392566666666667
8,iter12,hypothesis margin,5 relevant,0.365786666666667
9,iter12,hypothesis margin,5 relevant,0.32828
10,iter12,hypothesis margin,5 relevant,0.317073333333333
11,iter12,hypothesis margin,5 relevant,0.300893333333333
12,iter12,hypothesis margin,5 relevant,0.286993333333333
2,iter13,hypothesis margin,5 relevant,0.0809066666666667
3,iter13,hypothesis margin,5 relevant,0.28932
4,iter13,hypothesis margin,5 relevant,0.41998
5,iter13,hypothesis margin,5 relevant,0.50258
6,iter13,hypothesis margin,5 relevant,0.458993333333333
7,iter13,hypothesis margin,5 relevant,0.45966
8,iter13,hypothesis margin,5 relevant,0.4244
9,iter13,hypothesis margin,5 relevant,0.390013333333333
10,iter13,hypothesis margin,5 relevant,0.370826666666667
11,iter13,hypothesis margin,5 relevant,0.350413333333333
12,iter13,hypothesis margin,5 relevant,0.330066666666667
2,iter14,hypothesis margin,5 relevant,0.0895533333333333
3,iter14,hypothesis margin,5 relevant,0.325706666666667
4,iter14,hypothesis margin,5 relevant,0.382866666666667
5,iter14,hypothesis margin,5 relevant,0.4826
6,iter14,hypothesis margin,5 relevant,0.446293333333333
7,iter14,hypothesis margin,5 relevant,0.444106666666667
8,iter14,hypothesis margin,5 relevant,0.40858
9,iter14,hypothesis margin,5 relevant,0.377913333333333
10,iter14,hypothesis margin,5 relevant,0.353586666666667
11,iter14,hypothesis margin,5 relevant,0.33846
12,iter14,hypothesis margin,5 relevant,0.428606666666667
2,iter15,hypothesis margin,5 relevant,0.11226
3,iter15,hypothesis margin,5 relevant,0.283193333333333
4,iter15,hypothesis margin,5 relevant,0.367213333333333
5,iter15,hypothesis margin,5 relevant,0.478486666666667
6,iter15,hypothesis margin,5 relevant,0.42406
7,iter15,hypothesis margin,5 relevant,0.423053333333333
8,iter15,hypothesis margin,5 relevant,0.39936
9,iter15,hypothesis margin,5 relevant,0.381593333333333
10,iter15,hypothesis margin,5 relevant,0.35248
11,iter15,hypothesis margin,5 relevant,0.33194
12,iter15,hypothesis margin,5 relevant,0.314693333333333
2,iter16,hypothesis margin,5 relevant,0.0830466666666667
3,iter16,hypothesis margin,5 relevant,0.258606666666667
4,iter16,hypothesis margin,5 relevant,0.376866666666667
5,iter16,hypothesis margin,5 relevant,0.483086666666667
6,iter16,hypothesis margin,5 relevant,0.437853333333333
7,iter16,hypothesis margin,5 relevant,0.434966666666667
8,iter16,hypothesis margin,5 relevant,0.4101
9,iter16,hypothesis margin,5 relevant,0.389806666666667
10,iter16,hypothesis margin,5 relevant,0.359966666666667
11,iter16,hypothesis margin,5 relevant,0.342886666666667
12,iter16,hypothesis margin,5 relevant,0.32736
2,iter17,hypothesis margin,5 relevant,0.0937466666666667
3,iter17,hypothesis margin,5 relevant,0.275866666666667
4,iter17,hypothesis margin,5 relevant,0.375706666666667
5,iter17,hypothesis margin,5 relevant,0.498046666666667
6,iter17,hypothesis margin,5 relevant,0.448766666666667
7,iter17,hypothesis margin,5 relevant,0.440626666666667
8,iter17,hypothesis margin,5 relevant,0.414213333333333
9,iter17,hypothesis margin,5 relevant,0.395526666666667
10,iter17,hypothesis margin,5 relevant,0.35814
11,iter17,hypothesis margin,5 relevant,0.340086666666667
12,iter17,hypothesis margin,5 relevant,0.322113333333333
2,iter18,hypothesis margin,5 relevant,0.126426666666667
3,iter18,hypothesis margin,5 relevant,0.27178
4,iter18,hypothesis margin,5 relevant,0.364626666666667
5,iter18,hypothesis margin,5 relevant,0.49034
6,iter18,hypothesis margin,5 relevant,0.422906666666667
7,iter18,hypothesis margin,5 relevant,0.422893333333333
8,iter18,hypothesis margin,5 relevant,0.398453333333333
9,iter18,hypothesis margin,5 relevant,0.370686666666667
10,iter18,hypothesis margin,5 relevant,0.34576
11,iter18,hypothesis margin,5 relevant,0.327013333333333
12,iter18,hypothesis margin,5 relevant,0.30404
2,iter19,hypothesis margin,5 relevant,0.115626666666667
3,iter19,hypothesis margin,5 relevant,0.273906666666667
4,iter19,hypothesis margin,5 relevant,0.357306666666667
5,iter19,hypothesis margin,5 relevant,0.482413333333333
6,iter19,hypothesis margin,5 relevant,0.43882
7,iter19,hypothesis margin,5 relevant,0.434246666666667
8,iter19,hypothesis margin,5 relevant,0.396006666666667
9,iter19,hypothesis margin,5 relevant,0.3695
10,iter19,hypothesis margin,5 relevant,0.349433333333333
11,iter19,hypothesis margin,5 relevant,0.32706
12,iter19,hypothesis margin,5 relevant,0.32036
2,iter20,hypothesis margin,5 relevant,0.11822
3,iter20,hypothesis margin,5 relevant,0.284733333333333
4,iter20,hypothesis margin,5 relevant,0.416553333333333
5,iter20,hypothesis margin,5 relevant,0.51414
6,iter20,hypothesis margin,5 relevant,0.461673333333333
7,iter20,hypothesis margin,5 relevant,0.45606
8,iter20,hypothesis margin,5 relevant,0.42694
9,iter20,hypothesis margin,5 relevant,0.40016
10,iter20,hypothesis margin,5 relevant,0.375953333333333
11,iter20,hypothesis margin,5 relevant,0.355213333333333
12,iter20,hypothesis margin,5 relevant,0.33308
2,iter21,hypothesis margin,5 relevant,0.15032
3,iter21,hypothesis margin,5 relevant,0.27918
4,iter21,hypothesis margin,5 relevant,0.400213333333333
5,iter21,hypothesis margin,5 relevant,0.519126666666667
6,iter21,hypothesis margin,5 relevant,0.459613333333333
7,iter21,hypothesis margin,5 relevant,0.455666666666667
8,iter21,hypothesis margin,5 relevant,0.42282
9,iter21,hypothesis margin,5 relevant,0.396
10,iter21,hypothesis margin,5 relevant,0.369026666666667
11,iter21,hypothesis margin,5 relevant,0.35542
12,iter21,hypothesis margin,5 relevant,0.3387
2,iter22,hypothesis margin,5 relevant,0.115586666666667
3,iter22,hypothesis margin,5 relevant,0.2832
4,iter22,hypothesis margin,5 relevant,0.398946666666667
5,iter22,hypothesis margin,5 relevant,0.50192
6,iter22,hypothesis margin,5 relevant,0.44264
7,iter22,hypothesis margin,5 relevant,0.450413333333333
8,iter22,hypothesis margin,5 relevant,0.415673333333333
9,iter22,hypothesis margin,5 relevant,0.38534
10,iter22,hypothesis margin,5 relevant,0.369873333333333
11,iter22,hypothesis margin,5 relevant,0.34756
12,iter22,hypothesis margin,5 relevant,0.32592
2,iter23,hypothesis margin,5 relevant,0.13284
3,iter23,hypothesis margin,5 relevant,0.304933333333333
4,iter23,hypothesis margin,5 relevant,0.384386666666667
5,iter23,hypothesis margin,5 relevant,0.507106666666667
6,iter23,hypothesis margin,5 relevant,0.45778
7,iter23,hypothesis margin,5 relevant,0.432653333333333
8,iter23,hypothesis margin,5 relevant,0.405073333333333
9,iter23,hypothesis margin,5 relevant,0.378853333333333
10,iter23,hypothesis margin,5 relevant,0.357966666666667
11,iter23,hypothesis margin,5 relevant,0.33422
12,iter23,hypothesis margin,5 relevant,0.317666666666667
2,iter24,hypothesis margin,5 relevant,0.137813333333333
3,iter24,hypothesis margin,5 relevant,0.279973333333333
4,iter24,hypothesis margin,5 relevant,0.377966666666667
5,iter24,hypothesis margin,5 relevant,0.45136
6,iter24,hypothesis margin,5 relevant,0.41092
7,iter24,hypothesis margin,5 relevant,0.40666
8,iter24,hypothesis margin,5 relevant,0.375726666666667
9,iter24,hypothesis margin,5 relevant,0.35298
10,iter24,hypothesis margin,5 relevant,0.332026666666667
11,iter24,hypothesis margin,5 relevant,0.323893333333333
12,iter24,hypothesis margin,5 relevant,0.30356
2,iter25,hypothesis margin,5 relevant,0.10946
3,iter25,hypothesis margin,5 relevant,0.292026666666667
4,iter25,hypothesis margin,5 relevant,0.382886666666667
5,iter25,hypothesis margin,5 relevant,0.47294
6,iter25,hypothesis margin,5 relevant,0.43662
7,iter25,hypothesis margin,5 relevant,0.428586666666667
8,iter25,hypothesis margin,5 relevant,0.395326666666667
9,iter25,hypothesis margin,5 relevant,0.359326666666667
10,iter25,hypothesis margin,5 relevant,0.345626666666667
11,iter25,hypothesis margin,5 relevant,0.327033333333333
12,iter25,hypothesis margin,5 relevant,0.313526666666667
2,iter26,hypothesis margin,5 relevant,0.108986666666667
3,iter26,hypothesis margin,5 relevant,0.27994
4,iter26,hypothesis margin,5 relevant,0.381646666666667
5,iter26,hypothesis margin,5 relevant,0.471073333333333
6,iter26,hypothesis margin,5 relevant,0.426
7,iter26,hypothesis margin,5 relevant,0.41452
8,iter26,hypothesis margin,5 relevant,0.397973333333333
9,iter26,hypothesis margin,5 relevant,0.366293333333333
10,iter26,hypothesis margin,5 relevant,0.343406666666667
11,iter26,hypothesis margin,5 relevant,0.32238
12,iter26,hypothesis margin,5 relevant,0.302026666666667
2,iter27,hypothesis margin,5 relevant,0.1329
3,iter27,hypothesis margin,5 relevant,0.274753333333333
4,iter27,hypothesis margin,5 relevant,0.411193333333333
5,iter27,hypothesis margin,5 relevant,0.511666666666667
6,iter27,hypothesis margin,5 relevant,0.472926666666667
7,iter27,hypothesis margin,5 relevant,0.473406666666667
8,iter27,hypothesis margin,5 relevant,0.440053333333333
9,iter27,hypothesis margin,5 relevant,0.40832
10,iter27,hypothesis margin,5 relevant,0.38498
11,iter27,hypothesis margin,5 relevant,0.367846666666667
12,iter27,hypothesis margin,5 relevant,0.35714
2,iter28,hypothesis margin,5 relevant,0.119693333333333
3,iter28,hypothesis margin,5 relevant,0.25294
4,iter28,hypothesis margin,5 relevant,0.374686666666667
5,iter28,hypothesis margin,5 relevant,0.470453333333333
6,iter28,hypothesis margin,5 relevant,0.428593333333333
7,iter28,hypothesis margin,5 relevant,0.426386666666667
8,iter28,hypothesis margin,5 relevant,0.405766666666667
9,iter28,hypothesis margin,5 relevant,0.378833333333333
10,iter28,hypothesis margin,5 relevant,0.348226666666667
11,iter28,hypothesis margin,5 relevant,0.33372
12,iter28,hypothesis margin,5 relevant,0.318873333333333
2,iter29,hypothesis margin,5 relevant,0.140506666666667
3,iter29,hypothesis margin,5 relevant,0.291586666666667
4,iter29,hypothesis margin,5 relevant,0.400986666666667
5,iter29,hypothesis margin,5 relevant,0.506473333333333
6,iter29,hypothesis margin,5 relevant,0.458753333333333
7,iter29,hypothesis margin,5 relevant,0.454386666666667
8,iter29,hypothesis margin,5 relevant,0.429693333333333
9,iter29,hypothesis margin,5 relevant,0.411233333333333
10,iter29,hypothesis margin,5 relevant,0.382086666666667
11,iter29,hypothesis margin,5 relevant,0.36006
12,iter29,hypothesis margin,5 relevant,0.33942
2,iter30,hypothesis margin,5 relevant,0.114006666666667
3,iter30,hypothesis margin,5 relevant,0.282573333333333
4,iter30,hypothesis margin,5 relevant,0.388733333333333
5,iter30,hypothesis margin,5 relevant,0.484733333333333
6,iter30,hypothesis margin,5 relevant,0.446686666666667
7,iter30,hypothesis margin,5 relevant,0.442966666666667
8,iter30,hypothesis margin,5 relevant,0.40028
9,iter30,hypothesis margin,5 relevant,0.37994
10,iter30,hypothesis margin,5 relevant,0.353033333333333
11,iter30,hypothesis margin,5 relevant,0.332613333333333
12,iter30,hypothesis margin,5 relevant,0.31264
2,iter1,silhouette,6 relevant,0.0247750626900156
3,iter1,silhouette,6 relevant,0.0465930905725848
4,iter1,silhouette,6 relevant,0.067044906717341
5,iter1,silhouette,6 relevant,0.0884249207149896
6,iter1,silhouette,6 relevant,0.116390676841911
7,iter1,silhouette,6 relevant,0.117407384137909
8,iter1,silhouette,6 relevant,0.116368948912236
9,iter1,silhouette,6 relevant,0.115171217882854
10,iter1,silhouette,6 relevant,0.113913931135798
11,iter1,silhouette,6 relevant,0.112515656493981
12,iter1,silhouette,6 relevant,0.111449463708791
2,iter2,silhouette,6 relevant,0.0243032537233551
3,iter2,silhouette,6 relevant,0.0459369611518232
4,iter2,silhouette,6 relevant,0.0650437834104346
5,iter2,silhouette,6 relevant,0.0855522508536557
6,iter2,silhouette,6 relevant,0.114417982361989
7,iter2,silhouette,6 relevant,0.115235386463826
8,iter2,silhouette,6 relevant,0.113780148888544
9,iter2,silhouette,6 relevant,0.114102845429027
10,iter2,silhouette,6 relevant,0.111881798967785
11,iter2,silhouette,6 relevant,0.109969623166668
12,iter2,silhouette,6 relevant,0.109216521018443
2,iter3,silhouette,6 relevant,0.0243155466815658
3,iter3,silhouette,6 relevant,0.044169405132671
4,iter3,silhouette,6 relevant,0.0651510225352111
5,iter3,silhouette,6 relevant,0.0849447967410489
6,iter3,silhouette,6 relevant,0.115069012176385
7,iter3,silhouette,6 relevant,0.116714407769631
8,iter3,silhouette,6 relevant,0.115347438710451
9,iter3,silhouette,6 relevant,0.114748998495219
10,iter3,silhouette,6 relevant,0.113105579825807
11,iter3,silhouette,6 relevant,0.111174033815202
12,iter3,silhouette,6 relevant,0.109808237118061
2,iter4,silhouette,6 relevant,0.0231781032838494
3,iter4,silhouette,6 relevant,0.0440572113964274
4,iter4,silhouette,6 relevant,0.0628784818800589
5,iter4,silhouette,6 relevant,0.0815584160014336
6,iter4,silhouette,6 relevant,0.108344319432763
7,iter4,silhouette,6 relevant,0.108772104824114
8,iter4,silhouette,6 relevant,0.108134914160259
9,iter4,silhouette,6 relevant,0.107492150478574
10,iter4,silhouette,6 relevant,0.106211145257479
11,iter4,silhouette,6 relevant,0.104234113154201
12,iter4,silhouette,6 relevant,0.10344362398034
2,iter5,silhouette,6 relevant,0.0252967762566181
3,iter5,silhouette,6 relevant,0.0469401093689536
4,iter5,silhouette,6 relevant,0.0662312062951662
5,iter5,silhouette,6 relevant,0.0856510214800876
6,iter5,silhouette,6 relevant,0.113923036751804
7,iter5,silhouette,6 relevant,0.115371920228464
8,iter5,silhouette,6 relevant,0.113805927121378
9,iter5,silhouette,6 relevant,0.112993732849969
10,iter5,silhouette,6 relevant,0.111173553501462
11,iter5,silhouette,6 relevant,0.110212137877362
12,iter5,silhouette,6 relevant,0.108217776077635
2,iter6,silhouette,6 relevant,0.0253412724228085
3,iter6,silhouette,6 relevant,0.0451726842023027
4,iter6,silhouette,6 relevant,0.0646751992871727
5,iter6,silhouette,6 relevant,0.0849388478546276
6,iter6,silhouette,6 relevant,0.113970165552233
7,iter6,silhouette,6 relevant,0.114378005450203
8,iter6,silhouette,6 relevant,0.113540546850309
9,iter6,silhouette,6 relevant,0.11263117015607
10,iter6,silhouette,6 relevant,0.110611272645713
11,iter6,silhouette,6 relevant,0.109974858568633
12,iter6,silhouette,6 relevant,0.108653925839585
2,iter7,silhouette,6 relevant,0.0259757651655025
3,iter7,silhouette,6 relevant,0.0479496158279485
4,iter7,silhouette,6 relevant,0.0687066570101162
5,iter7,silhouette,6 relevant,0.0868084916872914
6,iter7,silhouette,6 relevant,0.11515658639872
7,iter7,silhouette,6 relevant,0.115612769120297
8,iter7,silhouette,6 relevant,0.114179133052552
9,iter7,silhouette,6 relevant,0.11312653786354
10,iter7,silhouette,6 relevant,0.111264266515934
11,iter7,silhouette,6 relevant,0.110004124832353
12,iter7,silhouette,6 relevant,0.108515131189006
2,iter8,silhouette,6 relevant,0.0255430838682773
3,iter8,silhouette,6 relevant,0.0474775812582113
4,iter8,silhouette,6 relevant,0.0661462431118593
5,iter8,silhouette,6 relevant,0.0851009064025316
6,iter8,silhouette,6 relevant,0.115875026781972
7,iter8,silhouette,6 relevant,0.1160470473839
8,iter8,silhouette,6 relevant,0.114658002756835
9,iter8,silhouette,6 relevant,0.114242124096208
10,iter8,silhouette,6 relevant,0.112721016591057
11,iter8,silhouette,6 relevant,0.111065997395027
12,iter8,silhouette,6 relevant,0.109838799987749
2,iter9,silhouette,6 relevant,0.0252005066188666
3,iter9,silhouette,6 relevant,0.0462192233284714
4,iter9,silhouette,6 relevant,0.0664380314272214
5,iter9,silhouette,6 relevant,0.0856079633235035
6,iter9,silhouette,6 relevant,0.113589374863596
7,iter9,silhouette,6 relevant,0.115040256956998
8,iter9,silhouette,6 relevant,0.113861557817881
9,iter9,silhouette,6 relevant,0.11281807908269
10,iter9,silhouette,6 relevant,0.111540267239896
11,iter9,silhouette,6 relevant,0.109785516800559
12,iter9,silhouette,6 relevant,0.109506716916632
2,iter10,silhouette,6 relevant,0.0266184998866507
3,iter10,silhouette,6 relevant,0.0474094630975511
4,iter10,silhouette,6 relevant,0.0671136274491272
5,iter10,silhouette,6 relevant,0.0857978138431001
6,iter10,silhouette,6 relevant,0.114621249727059
7,iter10,silhouette,6 relevant,0.114985970916894
8,iter10,silhouette,6 relevant,0.114798112022515
9,iter10,silhouette,6 relevant,0.113688080326601
10,iter10,silhouette,6 relevant,0.112130603780899
11,iter10,silhouette,6 relevant,0.110721328726339
12,iter10,silhouette,6 relevant,0.109750554612783
2,iter11,silhouette,6 relevant,0.0231197270334737
3,iter11,silhouette,6 relevant,0.0461867298117181
4,iter11,silhouette,6 relevant,0.0673148489741613
5,iter11,silhouette,6 relevant,0.0854165032697118
6,iter11,silhouette,6 relevant,0.115727896347018
7,iter11,silhouette,6 relevant,0.116767224454434
8,iter11,silhouette,6 relevant,0.115404492606201
9,iter11,silhouette,6 relevant,0.115090012292862
10,iter11,silhouette,6 relevant,0.113883660903182
11,iter11,silhouette,6 relevant,0.112491284040182
12,iter11,silhouette,6 relevant,0.109849518297553
2,iter12,silhouette,6 relevant,0.0255221341220626
3,iter12,silhouette,6 relevant,0.0464187567047423
4,iter12,silhouette,6 relevant,0.0659390590127027
5,iter12,silhouette,6 relevant,0.0852514236501786
6,iter12,silhouette,6 relevant,0.114422723734712
7,iter12,silhouette,6 relevant,0.115293386397449
8,iter12,silhouette,6 relevant,0.114714944324486
9,iter12,silhouette,6 relevant,0.113702981940023
10,iter12,silhouette,6 relevant,0.11201416313567
11,iter12,silhouette,6 relevant,0.110778195870614
12,iter12,silhouette,6 relevant,0.108860749992604
2,iter13,silhouette,6 relevant,0.0254341800821215
3,iter13,silhouette,6 relevant,0.0464683525572176
4,iter13,silhouette,6 relevant,0.0661015835227938
5,iter13,silhouette,6 relevant,0.0855609694530274
6,iter13,silhouette,6 relevant,0.11334827744598
7,iter13,silhouette,6 relevant,0.11398475945799
8,iter13,silhouette,6 relevant,0.113042963346909
9,iter13,silhouette,6 relevant,0.112125363920109
10,iter13,silhouette,6 relevant,0.11115838950198
11,iter13,silhouette,6 relevant,0.109045820006881
12,iter13,silhouette,6 relevant,0.107390758449549
2,iter14,silhouette,6 relevant,0.0232177602402482
3,iter14,silhouette,6 relevant,0.0441460125441381
4,iter14,silhouette,6 relevant,0.0644383488141845
5,iter14,silhouette,6 relevant,0.104536783895179
6,iter14,silhouette,6 relevant,0.113870780559546
7,iter14,silhouette,6 relevant,0.115652891371615
8,iter14,silhouette,6 relevant,0.114480280332498
9,iter14,silhouette,6 relevant,0.113663764857016
10,iter14,silhouette,6 relevant,0.112108627931448
11,iter14,silhouette,6 relevant,0.110251323300288
12,iter14,silhouette,6 relevant,0.109289598377858
2,iter15,silhouette,6 relevant,0.0244579939248435
3,iter15,silhouette,6 relevant,0.0448788904647092
4,iter15,silhouette,6 relevant,0.0658230916456541
5,iter15,silhouette,6 relevant,0.0857063406220071
6,iter15,silhouette,6 relevant,0.116143976903793
7,iter15,silhouette,6 relevant,0.117685328747707
8,iter15,silhouette,6 relevant,0.117237525261757
9,iter15,silhouette,6 relevant,0.115447696350275
10,iter15,silhouette,6 relevant,0.113351344175341
11,iter15,silhouette,6 relevant,0.113015174369651
12,iter15,silhouette,6 relevant,0.110538118096349
2,iter16,silhouette,6 relevant,0.0247788545864369
3,iter16,silhouette,6 relevant,0.0466506993311949
4,iter16,silhouette,6 relevant,0.0667838189010674
5,iter16,silhouette,6 relevant,0.0848238387878565
6,iter16,silhouette,6 relevant,0.114114900983471
7,iter16,silhouette,6 relevant,0.114515973015143
8,iter16,silhouette,6 relevant,0.11394695438046
9,iter16,silhouette,6 relevant,0.111827740463922
10,iter16,silhouette,6 relevant,0.110658717086642
11,iter16,silhouette,6 relevant,0.108816720085784
12,iter16,silhouette,6 relevant,0.107983333899353
2,iter17,silhouette,6 relevant,0.0252748364233846
3,iter17,silhouette,6 relevant,0.0470551266049188
4,iter17,silhouette,6 relevant,0.066089507236937
5,iter17,silhouette,6 relevant,0.0846254531952782
6,iter17,silhouette,6 relevant,0.11410683832714
7,iter17,silhouette,6 relevant,0.115133808887458
8,iter17,silhouette,6 relevant,0.113595509286593
